word,language,lang_code,seed_word,meaning_en,category,domain,morph_type,ipa,x1_weight,x2_time,x3_space,x4_flow,x5_hardness,x6_moisture,x7_freq_hz,x8_decay,color_hex
ぽこっ,JP,ja,はこ,Manner or sound of ぽこっ: 「ぽこ」とする actionや phenomenonが瞬間的・急激に行われる音や state/manner.,Psychomime (State/Manner),Other,Q(促音単発),pokoʔ,4,8,7,6,6,3,601.7,8,#000000
ぽこぽこ,JP,ja,はこ,Manner or sound of ぽこぽこ: 「ぽこ」という音や condition/stateが繰り返し連続して生じる manner.,Psychomime (State/Manner),Other,REDUP(畳語・同一),pokopoko,3,5,4,3,7,4,470.3,5,#FFFFFF
ぽこり,JP,ja,はこ,Manner or sound of ぽこり: 「ぽこ」と一度だけ鮮やかに、あるいは滑らかに行われる action・ condition/state。,Psychomime (State/Manner),Other,RI(り単発),pokoɾi,2,6,6,4,7,4,557.5,6,#FFFFFF
ぽこん,JP,ja,はこ,Manner or sound of ぽこん: 「ぽこ」と響き渡る音、 or 余韻や弾力を伴う condition/state。,Psychomime (State/Manner),Other,N(撥音単発),pokoŋ,4,7,7,5,5,4,508.4,6,#808080
ぽこんぽこん,JP,ja,はこんはこ,Manner or sound of ぽこんぽこん: 「ぽこんぽこ」と響き渡る音、 or 余韻や弾力を伴う condition/state。,Psychomime (State/Manner),Other,REDUP(畳語・同一),pokompokoŋ,3,6,5,4,6,5,394.9,5,#A9A9A9
ぽさーっ,JP,ja,はさ,Manner or sound of ぽさーっ: 「ぽさー」とする actionや phenomenonが瞬間的・急激に行われる音や state/manner.,Psychomime (State/Manner),Other,LONG(長音ー),posaːʔ,3,5,5,5,7,3,897.4,5,#FF0000
ぽしゃっ,JP,ja,はしゃ,Manner or sound of ぽしゃっ: 「ぽしゃ」とする actionや phenomenonが瞬間的・急激に行われる音や state/manner.,Psychomime (State/Manner),Other,Q(促音単発),poɕaʔ,4,8,7,5,6,4,718.0,8,#778899
ぽしゃり,JP,ja,はしゃ,Manner or sound of ぽしゃり: 「ぽしゃ」と一度だけ鮮やかに、あるいは滑らかに行われる action・ condition/state。,Psychomime (State/Manner),Other,RI(り単発),poɕaɾi,3,6,6,4,8,5,619.2,6,#FFFFFF
ぽしゃん,JP,ja,はしゃ,Manner or sound of ぽしゃん: 「ぽしゃ」と響き渡る音、 or 余韻や弾力を伴う condition/state。,Psychomime (State/Manner),Other,N(撥音単発),poɕaŋ,4,7,7,4,5,5,622.9,6,#4682B4
ぽじゃぽじゃ,JP,ja,はしゃ,Manner or sound of ぽじゃぽじゃ: 「ぽじゃ」という音や condition/stateが繰り返し連続して生じる manner.,Psychomime (State/Manner),Other,REDUP(畳語・同一),podʑapodʑa,4,5,4,3,7,6,391.0,4,#FF0000
ぽたっ,JP,ja,はた,Manner or sound of ぽたっ: 「ぽた」とする actionや phenomenonが瞬間的・急激に行われる音や state/manner.,Psychomime (State/Manner),Other,Q(促音単発),potaʔ,4,8,6,6,6,4,504.8,8,#000000
ぽたっぽたっ,JP,ja,はたっはた,Manner or sound of ぽたっぽたっ: 「ぽたっぽた」とする actionや phenomenonが瞬間的・急激に行われる音や state/manner.,Psychomime (State/Manner),Other,REDUP(畳語・同一),potappotaʔ,4,6,5,5,7,6,342.6,6,#4169E1
ぽたり,JP,ja,はた,Manner or sound of ぽたり: 「ぽた」と一度だけ鮮やかに、あるいは滑らかに行われる action・ condition/state。,Psychomime (State/Manner),Other,RI(り単発),potaɾi,3,6,5,4,8,5,453.3,6,#FFFFFF
ぽちっ,JP,ja,はち,Manner or sound of ぽちっ: 「ぽち」とする actionや phenomenonが瞬間的・急激に行われる音や state/manner.,Psychomime (State/Manner),Other,Q(促音単発),potɕiʔ,4,8,7,7,5,4,905.8,8,#000000
ぽちぽち,JP,ja,はち,Manner or sound of ぽちぽち: 「ぽち」という音や condition/stateが繰り返し連続して生じる manner.,Psychomime (State/Manner),Other,REDUP(畳語・同一),potɕipotɕi,3,5,5,5,6,5,1023.6,6,#708090
ぽちゃっ,JP,ja,はちゃ,Manner or sound of ぽちゃっ: 「ぽちゃ」とする actionや phenomenonが瞬間的・急激に行われる音や state/manner.,Psychomime (State/Manner),Other,Q(促音単発),potɕaʔ,4,8,6,6,6,4,886.8,8,#000000
ぽちゃぽちゃ,JP,ja,はちゃ,Manner or sound of ぽちゃぽちゃ: 「ぽちゃ」という音や condition/stateが繰り返し連続して生じる manner.,Psychomime (State/Manner),Other,REDUP(畳語・同一),potɕapotɕa,3,6,4,3,7,6,974.3,5,#4B3621
ぽちゃり,JP,ja,はちゃ,Manner or sound of ぽちゃり: 「ぽちゃ」と一度だけ鮮やかに、あるいは滑らかに行われる action・ condition/state。,Psychomime (State/Manner),Other,RI(り単発),potɕaɾi,3,6,6,4,7,5,796.5,6,#FFFFFF
ぽちゃん,JP,ja,はちゃ,Manner or sound of ぽちゃん: 「ぽちゃ」と響き渡る音、 or 余韻や弾力を伴う condition/state。,Psychomime (State/Manner),Other,N(撥音単発),potɕaŋ,4,7,7,5,5,6,804.2,7,#4682B4
ぽっ,JP,ja,は,Manner or sound of ぽっ: 「ぽ」とする actionや phenomenonが瞬間的・急激に行われる音や state/manner.,Psychomime (State/Manner),Other,Q(促音単発),poʔ,4,7,6,6,6,4,561.6,8,#000000
ぽっきり,JP,ja,はっき,Manner or sound of ぽっきり: 「ぽっき」と一度だけ鮮やかに、あるいは滑らかに行われる action・ condition/state。,Psychomime (State/Manner),Other,COMPOUND(複合・異種),pokkiɾi,3,6,6,4,7,3,649.7,6,#FFFFFF
ぽっくりぽっくり,JP,ja,はっくりはっく,Manner or sound of ぽっくりぽっくり: 「ぽっくりぽっく」と一度だけ鮮やかに、あるいは滑らかに行われる action・ condition/state。,Psychomime (State/Manner),Other,REDUP(畳語・同一),pokkuɾipokkuɾi,3,6,5,5,7,4,493.1,6,#DEB887
ぽっこり,JP,ja,はっこ,Manner or sound of ぽっこり: 「ぽっこ」と一度だけ鮮やかに、あるいは滑らかに行われる action・ condition/state。,Psychomime (State/Manner),Other,COMPOUND(複合・異種),pokkoɾi,3,5,5,4,7,4,444.5,6,#FFFFFF
ぽったり,JP,ja,はった,Manner or sound of ぽったり: 「ぽった」と一度だけ鮮やかに、あるいは滑らかに行われる action・ condition/state。,Psychomime (State/Manner),Other,COMPOUND(複合・異種),pottaɾi,4,5,5,4,7,5,288.4,6,#FFB6C1
ぽっちゃん,JP,ja,はっちゃ,Manner or sound of ぽっちゃん: 「ぽっちゃ」と響き渡る音、 or 余韻や弾力を伴う condition/state。,Psychomime (State/Manner),Other,COMPOUND(複合・異種),pottɕaŋ,4,6,6,4,6,6,559.5,6,#FFB6C1
ぽっちり,JP,ja,はっち,Manner or sound of ぽっちり: 「ぽっち」と一度だけ鮮やかに、あるいは滑らかに行われる action・ condition/state。,Psychomime (State/Manner),Other,COMPOUND(複合・異種),pottɕiɾi,3,5,5,5,6,5,641.1,6,#FFB6C1
ぽっつり,JP,ja,はっつ,Manner or sound of ぽっつり: 「ぽっつ」と一度だけ鮮やかに、あるいは滑らかに行われる action・ condition/state。,Psychomime (State/Manner),Other,COMPOUND(複合・異種),pottsuɾi,3,4,5,4,7,5,381.0,6,#000000
ぽつり,JP,ja,はつ,Manner or sound of ぽつり: 「ぽつ」と一度だけ鮮やかに、あるいは滑らかに行われる action・ condition/state。,Psychomime (State/Manner),Other,RI(り単発),potsuɾi,3,6,6,4,8,5,525.9,6,#FFFFFF
ぽつりぽつり,JP,ja,はつりはつ,Manner or sound of ぽつりぽつり: 「ぽつりぽつ」と一度だけ鮮やかに、あるいは滑らかに行われる action・ condition/state。,Psychomime (State/Manner),Other,REDUP(畳語・同一),potsuɾipotsuɾi,3,5,5,5,7,5,618.7,5,#808080
ぽつん,JP,ja,はつ,Manner or sound of ぽつん: 「ぽつ」と響き渡る音、 or 余韻や弾力を伴う condition/state。,Psychomime (State/Manner),Other,N(撥音単発),potsuŋ,4,7,7,6,5,5,538.1,6,#808080
ぽてぽて,JP,ja,はて,Manner or sound of ぽてぽて: 「ぽて」という音や condition/stateが繰り返し連続して生じる manner.,Psychomime (State/Manner),Other,REDUP(畳語・同一),potepote,4,4,3,4,7,6,445.4,4,#4B3621
ぽてり,JP,ja,はて,Manner or sound of ぽてり: 「ぽて」と一度だけ鮮やかに、あるいは滑らかに行われる action・ condition/state。,Psychomime (State/Manner),Other,RI(り単発),poteɾi,3,5,5,4,8,5,503.6,6,#FFFFFF
ぽとっ,JP,ja,はと,Manner or sound of ぽとっ: 「ぽと」とする actionや phenomenonが瞬間的・急激に行われる音や state/manner.,Psychomime (State/Manner),Other,Q(促音単発),potoʔ,4,7,6,6,6,4,536.0,8,#000000
ぽとり,JP,ja,はと,Manner or sound of ぽとり: 「ぽと」と一度だけ鮮やかに、あるいは滑らかに行われる action・ condition/state。,Psychomime (State/Manner),Other,RI(り単発),potoɾi,3,5,5,4,8,5,480.7,6,#FFFFFF
ぽとん,JP,ja,はと,Manner or sound of ぽとん: 「ぽと」と響き渡る音、 or 余韻や弾力を伴う condition/state。,Psychomime (State/Manner),Other,N(撥音単発),potoŋ,4,7,7,5,5,5,454.3,6,#000000
ぽやぽや,JP,ja,はや,Manner or sound of ぽやぽや: 「ぽや」という音や condition/stateが繰り返し連続して生じる manner.,Psychomime (State/Manner),Other,REDUP(畳語・同一),pojapoja,3,4,3,2,8,6,499.0,3,#D3D3D3
ぽよよん,JP,ja,はよよ,Manner or sound of ぽよよん: 「ぽよよ」と響き渡る音、 or 余韻や弾力を伴う condition/state。,Psychomime (State/Manner),Other,N(撥音単発),pojojoŋ,4,6,6,4,6,5,428.2,5,#808080
ぽりぽり,JP,ja,はりは,Manner or sound of ぽりぽり: 「ぽりぽ」と一度だけ鮮やかに、あるいは滑らかに行われる action・ condition/state。,Psychomime (State/Manner),Other,REDUP(畳語・同一),poɾipoɾi,3,5,5,4,7,4,653.7,5,#FFFFFF
ぽろっ,JP,ja,はろ,Manner or sound of ぽろっ: 「ぽろ」とする actionや phenomenonが瞬間的・急激に行われる音や state/manner.,Psychomime (State/Manner),Other,Q(促音単発),poɾoʔ,4,7,6,5,7,4,535.4,7,#000000
ぽろり,JP,ja,はろ,Manner or sound of ぽろり: 「ぽろ」と一度だけ鮮やかに、あるいは滑らかに行われる action・ condition/state。,Psychomime (State/Manner),Other,RI(り単発),poɾoɾi,3,5,5,3,8,5,501.9,5,#FFFFFF
ぽんっ,JP,ja,は,Manner or sound of ぽんっ: 「ぽん」とする actionや phenomenonが瞬間的・急激に行われる音や state/manner.,Psychomime (State/Manner),Other,Q(促音単発),poŋʔ,4,7,7,6,6,4,550.1,7,#000000
ぽんぽこ,JP,ja,はんはこ,Manner or sound of ぽんぽこ: 「ぽんぽこ」という感覚・音・ condition/stateを表す expression.,Psychomime (State/Manner),Other,COMPOUND(複合・異種),pompoko,3,5,5,3,7,5,325.9,5,#FFFFFF
ぽんぽこぽん,JP,ja,はんはこは,Manner or sound of ぽんぽこぽん: 「ぽんぽこぽ」と響き渡る音、 or 余韻や弾力を伴う condition/state。,Psychomime (State/Manner),Other,COMPOUND(複合・異種),pompokopoŋ,4,5,5,3,6,5,285.1,5,#FFFFFF
ぽんぽこりん,JP,ja,はんはこ,Manner or sound of ぽんぽこりん: 「ぽんぽこり」と響き渡る音、 or 余韻や弾力を伴う condition/state。,Psychomime (State/Manner),Other,COMPOUND(複合・異種),pompokoɾiŋ,3,5,6,4,6,5,584.3,5,#FFFFFF
まざまざ,JP,ja,まさ,Manner or sound of まざまざ: 「まざ」という音や condition/stateが繰り返し連続して生じる manner.,Psychomime (State/Manner),Other,REDUP(畳語・同一),mazamaza,5,4,4,4,6,5,322.3,3,#8B4513
まったり,JP,ja,まった,Manner or sound of まったり: まろやかでゆったりした manner.,Psychomime (State/Manner),Other,COMPOUND(複合・異種),mattaɾi,5,5,5,4,6,6,264.7,6,#FFFFFF
みすみす,JP,ja,みす,Manner or sound of みすみす: 「みす」という音や condition/stateが繰り返し連続して生じる manner.,Psychomime (State/Manner),Other,REDUP(畳語・同一),misumisu,3,4,4,5,7,5,644.7,4,#808080
みっしり,JP,ja,みっし,Manner or sound of みっしり: 「みっし」と一度だけ鮮やかに、あるいは滑らかに行われる action・ condition/state。,Psychomime (State/Manner),Other,COMPOUND(複合・異種),miɕɕiɾi,5,5,6,5,6,5,552.9,6,#708090
みりみり,JP,ja,みりみ,Manner or sound of みりみり: 「みりみ」と一度だけ鮮やかに、あるいは滑らかに行われる action・ condition/state。,Psychomime (State/Manner),Other,REDUP(畳語・同一),miɾimiɾi,4,5,5,5,6,5,671.7,4,#FFFFFF
みんみん,JP,ja,みんみ,Manner or sound of みんみん: 「みんみ」と響き渡る音、 or 余韻や弾力を伴う condition/state。,Psychomime (State/Manner),Other,REDUP(畳語・同一),mimmiŋ,5,5,5,5,5,6,458.2,4,#556B2F
むかっ,JP,ja,むか,Manner or sound of むかっ: 「むか」とする actionや phenomenonが瞬間的・急激に行われる音や state/manner.,Psychomime (State/Manner),Other,Q(促音単発),mukaʔ,5,7,7,6,6,3,561.3,7,#000000
むくっ,JP,ja,むく,Manner or sound of むくっ: 「むく」とする actionや phenomenonが瞬間的・急激に行われる音や state/manner.,Psychomime (State/Manner),Other,Q(促音単発),mukuʔ,4,7,6,7,6,4,409.3,7,#000000
むくり,JP,ja,むく,Manner or sound of むくり: 「むく」と一度だけ鮮やかに、あるいは滑らかに行われる action・ condition/state。,Psychomime (State/Manner),Other,RI(り単発),mukuɾi,3,5,6,5,7,5,366.0,5,#FFFFFF
むざむざ,JP,ja,むさ,Manner or sound of むざむざ: 「むざ」という音や condition/stateが繰り返し連続して生じる manner.,Psychomime (State/Manner),Other,REDUP(畳語・同一),muzamuza,5,4,4,5,6,6,260.5,4,#DAA520
むしゃくしゃ,JP,ja,むしゃくしゃ,Manner or sound of むしゃくしゃ: 「むしゃくしゃ」という感覚・音・ condition/stateを表す expression.,Psychomime (State/Manner),Other,COMPOUND(複合・異種),muɕakuɕa,4,6,5,4,6,6,675.1,6,#D2B48C
むちゃくちゃ,JP,ja,むちゃくちゃ,Manner or sound of むちゃくちゃ: 「むちゃくちゃ」という感覚・音・ condition/stateを表す expression.,Psychomime (State/Manner),Other,COMPOUND(複合・異種),mutɕakutɕa,4,6,5,5,6,7,727.5,6,#FF69B4
むっく,JP,ja,むっく,Manner or sound of むっく: 「むっく」という感覚・音・ condition/stateを表す expression.,Psychomime (State/Manner),Other,COMPOUND(複合・異種),mukku,5,5,5,6,6,5,297.9,6,#FFFFFF
むっちり,JP,ja,むっち,Manner or sound of むっちり: 「むっち」と一度だけ鮮やかに、あるいは滑らかに行われる action・ condition/state。,Psychomime (State/Manner),Other,COMPOUND(複合・異種),muttɕiɾi,4,5,5,6,6,5,580.9,6,#708090
むつっ,JP,ja,むつ,Manner or sound of むつっ: 「むつ」とする actionや phenomenonが瞬間的・急激に行われる音や state/manner.,Psychomime (State/Manner),Other,Q(促音単発),mutsuʔ,5,7,7,7,5,4,466.5,8,#000000
むらむらっ,JP,ja,むら,Manner or sound of むらむらっ: 「むらむら」とする actionや phenomenonが瞬間的・急激に行われる音や state/manner.,Psychomime (State/Manner),Other,Q(促音単発),muɾamuɾaʔ,4,7,6,5,7,4,428.2,6,#FF00FF
むん,JP,ja,む,Manner or sound of むん: 「む」と響き渡る音、 or 余韻や弾力を伴う condition/state。,Psychomime (State/Manner),Other,N(撥音単発),muŋ,5,6,7,6,5,6,403.8,6,#808080
むんず,JP,ja,むんす,Manner or sound of むんず: 「むんず」という感覚・音・ condition/stateを表す expression.,Psychomime (State/Manner),Other,COMPOUND(複合・異種),muŋzu,6,4,5,6,5,6,178.9,4,#FF8C00
むーっ,JP,ja,む,Manner or sound of むーっ: 「むー」とする actionや phenomenonが瞬間的・急激に行われる音や state/manner.,Psychomime (State/Manner),Other,LONG(長音ー),muːʔ,4,4,5,6,6,4,767.0,4,#F0FFFF
めちゃくちゃ,JP,ja,めちゃくちゃ,Manner or sound of めちゃくちゃ: 「めちゃくちゃ」という感覚・音・ condition/stateを表す expression.,Psychomime (State/Manner),Other,COMPOUND(複合・異種),metɕakutɕa,4,6,5,4,6,6,803.0,6,#FF69B4
めちゃめちゃ,JP,ja,めちゃ,Manner or sound of めちゃめちゃ: 「めちゃ」という音や condition/stateが繰り返し連続して生じる manner.,Psychomime (State/Manner),Other,REDUP(畳語・同一),metɕametɕa,4,6,4,4,5,7,869.9,5,#8B0000
めりっ,JP,ja,め,Manner or sound of めりっ: 「めり」とする actionや phenomenonが瞬間的・急激に行われる音や state/manner.,Psychomime (State/Manner),Other,Q(促音単発),meɾiʔ,4,7,7,7,5,3,760.3,7,#000000
もうもう,JP,ja,もう,Manner or sound of もうもう: 「もう」という音や condition/stateが繰り返し連続して生じる manner.,Psychomime (State/Manner),Other,REDUP(畳語・同一),moumou,4,3,3,4,7,6,315.9,3,#BEBEBE
もがもが,JP,ja,もか,Manner or sound of もがもが: 「もが」という音や condition/stateが繰り返し連続して生じる manner.,Psychomime (State/Manner),Other,REDUP(畳語・同一),moɡamoɡa,5,4,4,5,6,6,225.8,4,#708090
もこもこ,JP,ja,もこ,Manner or sound of もこもこ: 「もこ」という音や condition/stateが繰り返し連続して生じる manner.,Psychomime (State/Manner),Other,REDUP(畳語・同一),mokomoko,4,5,4,4,6,5,314.1,4,#FFFFFF
もさっ,JP,ja,もさ,Manner or sound of もさっ: 「もさ」とする actionや phenomenonが瞬間的・急激に行われる音や state/manner.,Psychomime (State/Manner),Other,Q(促音単発),mosaʔ,4,7,6,6,6,3,532.3,7,#000000
もさもさ,JP,ja,もさ,Manner or sound of もさもさ: 「もさ」という音や condition/stateが繰り返し連続して生じる manner.,Psychomime (State/Manner),Other,REDUP(畳語・同一),mosamosa,4,4,3,4,7,4,444.2,4,#8B4513
もしゃもしゃ,JP,ja,もしゃ,Manner or sound of もしゃもしゃ: 「もしゃ」という音や condition/stateが繰り返し連続して生じる manner.,Psychomime (State/Manner),Other,REDUP(畳語・同一),moɕamoɕa,4,5,4,3,7,6,552.2,4,#4682B4
もじゃもじゃ,JP,ja,もしゃ,Manner or sound of もじゃもじゃ: 「もじゃ」という音や condition/stateが繰り返し連続して生じる manner.,Psychomime (State/Manner),Other,REDUP(畳語・同一),modʑamodʑa,5,4,4,4,6,6,294.0,4,#FFFACD
